request_id,customer,type,start_dt,end_dt
60305673-0f94-466b-8e33-48253c68a05a,B,Write,2022-07-18 08:46:19.214393,2022-07-18 08:46:27.229539
55262617-ccef-4b6e-acb8-ed1b58f821c0,A,Write,2022-07-18 08:53:30.401912,2022-07-18 08:53:31.533293
87e6608c-6701-4bd9-812e-e43a662976d7,C,Write,2022-07-18 08:44:04.335951,2022-07-18 08:44:06.500103
80151e13-a968-4c51-9d1a-c071a7054f3c,C,Write,2022-07-18 09:14:13.488120,2022-07-18 09:14:18.319168
6c88a297-bc2c-485f-aabe-f813a26b807e,A,Write,2022-07-18 08:33:27.548228,2022-07-18 08:33:35.602434
1986b79b-14a4-4006-8d19-d0858398d31e,B,Write,2022-07-18 08:48:05.581241,2022-07-18 08:48:07.091137
3b4df198-92a4-4d8c-b501-3cdbbd0c21e1,D,Write,2022-07-18 09:06:58.938677,2022-07-18 09:07:04.600657
c60e11f5-2837-4f9e-9ef2-20589ab43ba6,A,Write,2022-07-18 08:21:45.619703,2022-07-18 08:21:52.687292
3d1759e9-a423-41fb-a281-4409abd70c2e,A,Write,2022-07-18 09:10:12.148844,2022-07-18 09:10:27.383651
17352fd3-9d37-48b9-a31e-1b6344394b89,A,Write,2022-07-18 08:57:40.349597,2022-07-18 08:57:50.092688
95a3038d-23dd-4f67-8226-fa191972568a,C,Write,2022-07-18 09:17:59.578769,2022-07-18 09:18:05.118065
ea09c6b3-7543-4d2c-b168-e6adff8583ae,E,Write,2022-07-18 09:07:03.943297,2022-07-18 09:07:07.447660
aa1a96bf-0a76-48ca-a4f4-2caafb1e47b2,D,Write,2022-07-18 09:01:12.778429,2022-07-18 09:01:13.322989
f48ceca8-aee4-4552-9f22-6a2737a5ad47,C,Write,2022-07-18 08:22:48.511938,2022-07-18 08:22:52.123770
28c1fa3a-3878-417c-a2ff-cb0ed5eb01c4,C,Write,2022-07-18 08:19:14.930272,2022-07-18 08:19:21.738685
5241fa4a-0ffb-4ea1-85bc-a2f13dd5c382,E,Write,2022-07-18 09:04:10.731447,2022-07-18 09:04:20.053529
322e0733-18e0-42ae-8e42-34e956fff074,D,Write,2022-07-18 08:33:03.786325,2022-07-18 08:33:11.097453
12920044-f495-4bbb-9435-b7172ed3a215,C,Write,2022-07-18 08:22:45.786767,2022-07-18 08:22:48.575907
dd6bba18-eaba-4493-88bc-cc22de0e4e99,E,Write,2022-07-18 08:33:21.406718,2022-07-18 08:33:25.755803
2a2b760d-59f0-49bc-9da4-fc2a6c574364,E,Write,2022-07-18 09:13:22.578288,2022-07-18 09:13:31.910982
f131a136-0374-4a01-9ac4-88b43108a5c8,C,Write,2022-07-18 08:35:22.868433,2022-07-18 08:35:25.998897
d556a664-3f06-4ce0-890d-57197e13b2c7,D,Write,2022-07-18 08:59:05.494007,2022-07-18 08:59:09.476701
a4161f46-93d1-44d8-92cd-4d4795dc1fc3,D,Write,2022-07-18 08:40:54.918993,2022-07-18 08:40:58.787127
02a52de2-473a-421e-b0ab-68107382ce38,E,Write,2022-07-18 08:25:07.513609,2022-07-18 08:25:10.261587
e6ce71d0-2a22-4727-bd36-cc72e7862388,C,Write,2022-07-18 08:20:06.242918,2022-07-18 08:20:09.144916
338a4c4c-ba2f-4b3e-9fa4-a24c05441060,D,Write,2022-07-18 08:52:34.698737,2022-07-18 08:52:38.030665
15f663f6-0d11-4803-9fbe-93e08cadacdb,B,Write,2022-07-18 09:01:59.181928,2022-07-18 09:02:02.288651
2c768933-baba-43bd-b5a6-c5a7e47a2ad2,B,Write,2022-07-18 09:15:09.923280,2022-07-18 09:15:19.784495
bba969ea-0755-43a3-8724-f7a8dc064767,C,Write,2022-07-18 08:56:28.936708,2022-07-18 08:56:33.212403
05a3cc78-a538-4cb1-90d5-64e2b0539ff8,B,Write,2022-07-18 08:20:38.839965,2022-07-18 08:20:44.429967
6a660fce-d0cf-4bc1-ad39-03d485716fb5,A,Write,2022-07-18 08:23:51.351448,2022-07-18 08:23:53.024988
1b4fcf8d-b4c4-4903-89e7-3d440ea044b4,D,Write,2022-07-18 08:28:00.307488,2022-07-18 08:28:01.710460
29515337-2b01-4b40-a923-c99f75f24abf,E,Write,2022-07-18 08:39:13.442508,2022-07-18 08:39:25.259616
cbf43e3b-245d-46f9-9d48-27984b3c2ae4,B,Write,2022-07-18 09:11:03.991446,2022-07-18 09:11:08.314595
de46cf7c-8f34-4b72-aeb4-09af7e149702,A,Write,2022-07-18 08:44:06.264673,2022-07-18 08:44:11.183218
b3506ef1-fce5-408e-b8cd-b11a77d6bc3d,D,Write,2022-07-18 08:29:46.993051,2022-07-18 08:29:54.515485
b23e9fe0-64aa-4466-9817-6a712ab6e310,A,Write,2022-07-18 08:53:31.039907,2022-07-18 08:53:40.191721
67b173dd-7f8e-4214-9056-4190352683ad,B,Write,2022-07-18 08:56:08.933115,2022-07-18 08:56:13.824496
8c32abf0-c8c6-4652-b757-2383ec6c3e6d,E,Write,2022-07-18 08:48:07.802751,2022-07-18 08:48:12.771037
eb85202c-ff45-44c5-95bd-fc7a62cbc813,A,Write,2022-07-18 08:38:54.040848,2022-07-18 08:39:03.803711
ae3ac61d-89e8-4649-85d5-dbdad31fa909,A,Write,2022-07-18 08:46:15.586377,2022-07-18 08:46:16.229429
310b10b9-06cf-49ca-a2fc-842c8924a58a,E,Write,2022-07-18 08:50:34.330043,2022-07-18 08:50:40.421302
98babdff-a1b8-4873-b109-bfb44fee19a6,D,Write,2022-07-18 08:56:04.788227,2022-07-18 08:56:20.090009
adc055d4-9f2b-47dc-92df-7eae336c2c6d,D,Write,2022-07-18 09:12:33.075618,2022-07-18 09:12:39.531977
23195515-31c2-4b15-8116-308a6414dfd6,B,Write,2022-07-18 09:12:01.963940,2022-07-18 09:12:05.071396
09698564-8c3d-4b5e-ad6d-eb5bfe3cd85a,C,Write,2022-07-18 08:59:50.745648,2022-07-18 08:59:57.467932
ee8887bb-b7cd-43fd-8631-e297ab1645c5,B,Write,2022-07-18 08:58:29.300344,2022-07-18 08:58:38.368992
b67a21a5-8953-45e4-9247-66114fcec178,E,Write,2022-07-18 08:19:26.396261,2022-07-18 08:19:28.882905
d3a63525-c9eb-44e9-a9e3-e67b5f28f7f4,B,Write,2022-07-18 08:57:19.718735,2022-07-18 08:57:21.297486
85059afe-1752-4628-add4-73b1c3e1782c,C,Write,2022-07-18 08:46:44.264481,2022-07-18 08:46:47.624895
2fed2872-1cdf-45ab-a704-ee2c29061d43,E,Write,2022-07-18 08:41:30.898320,2022-07-18 08:41:32.771946
152f2133-e6a2-47ac-9a4e-979b92a00ce4,C,Write,2022-07-18 09:13:04.556138,2022-07-18 09:13:06.473052
28ff9f06-5a4e-408d-b155-cd4e1857b301,D,Write,2022-07-18 09:09:51.449983,2022-07-18 09:09:57.031813
80e51b1b-d184-4b39-b17f-0e4055adf909,E,Write,2022-07-18 08:20:39.111478,2022-07-18 08:20:45.077162
5ac17e4b-95a4-4c35-a988-9b1d4f96734c,E,Write,2022-07-18 08:20:16.188249,2022-07-18 08:20:16.878051
482cf6dc-ad42-4d8f-9668-10486e0a0c7a,E,Write,2022-07-18 09:03:58.281262,2022-07-18 09:03:59.838505
b4921a8f-ed3e-45c4-8b74-be88f40aa636,D,Write,2022-07-18 09:17:03.699715,2022-07-18 09:17:08.136674
fe8979d3-8c81-4eb6-979c-2ee5c288caf2,C,Write,2022-07-18 08:38:45.045676,2022-07-18 08:38:52.447282
944917b9-2ec1-4951-85cf-a2e8ff7265d8,B,Write,2022-07-18 08:27:42.182276,2022-07-18 08:27:44.248085
1dc17e44-8302-43fb-85ee-c1117528340b,E,Write,2022-07-18 08:31:23.480060,2022-07-18 08:31:29.451027
0abe35e7-dc87-49f2-9dac-f3330bf2fbc2,A,Write,2022-07-18 08:26:42.304571,2022-07-18 08:26:53.895914
b917cfbe-4d19-4f69-a2a4-b0107f61bec5,B,Write,2022-07-18 08:36:46.549013,2022-07-18 08:36:52.314669
cfd5cc57-f7eb-453f-b5a3-a41d35565a55,D,Write,2022-07-18 08:32:26.907549,2022-07-18 08:32:29.961240
3605cbc7-b317-48c5-af24-879d49d29007,D,Write,2022-07-18 08:19:32.485203,2022-07-18 08:19:40.076151
b02fff12-ab17-453a-98d9-4e6e967d1eb3,A,Write,2022-07-18 08:27:20.315643,2022-07-18 08:27:23.779743
dffbf7b0-ea77-4d8b-90be-7c8269a2fd8f,A,Write,2022-07-18 08:45:21.449313,2022-07-18 08:45:25.678292
8b7a73b1-3f19-4d99-9d84-3d49ad578907,D,Write,2022-07-18 08:54:06.003337,2022-07-18 08:54:12.918521
fbaa061a-00d7-44a8-b521-0f3bffc7fb7a,D,Write,2022-07-18 08:36:57.587134,2022-07-18 08:37:03.747698
84e1667c-3648-487e-9472-fc9f97241663,B,Write,2022-07-18 08:24:01.846725,2022-07-18 08:24:07.408068
ee6cf971-b3a8-4393-ac86-ffd49cd04342,A,Write,2022-07-18 08:19:23.972899,2022-07-18 08:19:28.909008
babecb79-6ef9-4dbe-add8-c45972d9f7f0,C,Write,2022-07-18 08:52:20.977606,2022-07-18 08:52:30.455450
d83a2766-d9c5-4537-ac66-5b2d327026ed,A,Write,2022-07-18 09:14:03.634761,2022-07-18 09:14:06.555393
2e2c10a6-dfc6-4aac-ba48-010ffca7ac28,E,Write,2022-07-18 08:57:21.423297,2022-07-18 08:57:24.863818
df17a970-bdb4-4836-bf97-a338bd522ba3,C,Write,2022-07-18 09:15:19.856860,2022-07-18 09:15:20.840115
c54ca2e4-f955-4157-ad3b-afe16552944f,D,Write,2022-07-18 08:45:01.437901,2022-07-18 08:45:08.055795
3ed2ea99-7cd1-46a7-a035-ae1df77a1089,C,Write,2022-07-18 09:14:36.045075,2022-07-18 09:14:40.684052
e69b8c3e-a92c-4a9c-be75-7880ef0a0788,E,Write,2022-07-18 08:41:46.266469,2022-07-18 08:41:58.709821
fb18a7d6-516d-491a-b322-3949b73585f3,B,Write,2022-07-18 08:34:12.038833,2022-07-18 08:34:18.586738
6dc1143a-2a03-4184-b306-e73b8fec3979,C,Write,2022-07-18 08:19:06.474485,2022-07-18 08:19:08.063070
a897f497-0791-4491-9195-0bda631d1c5f,E,Write,2022-07-18 08:27:18.794631,2022-07-18 08:27:30.502217
283e4be8-6674-45ad-a31c-ddd69a342002,A,Write,2022-07-18 08:40:50.859631,2022-07-18 08:40:54.191488
40874f54-eb40-44ba-aa3d-ad188affb5e9,E,Write,2022-07-18 08:25:19.815084,2022-07-18 08:25:21.055083
24b36d61-c9be-4065-8371-133f39fecabc,A,Write,2022-07-18 08:26:45.142952,2022-07-18 08:26:45.672744
5399bc1e-2f3b-4300-ac99-9976ee4acd21,D,Write,2022-07-18 08:45:34.404478,2022-07-18 08:45:36.604925
f597727b-ef24-423e-b31a-18d7e58a4a87,A,Write,2022-07-18 08:20:23.583571,2022-07-18 08:20:29.525469
43fb4e45-a666-4589-84d8-7b71746460b8,D,Write,2022-07-18 08:59:33.177022,2022-07-18 08:59:34.725234
d34110a5-3cce-46ef-8452-1b857cdf031a,B,Write,2022-07-18 08:26:44.429709,2022-07-18 08:26:52.899398
9768e40c-6d7e-4181-b274-d629575ac6d5,B,Write,2022-07-18 09:06:44.953640,2022-07-18 09:06:46.456980
550a1491-20af-41cd-8430-68af21b44dbb,B,Write,2022-07-18 09:05:53.526422,2022-07-18 09:05:55.610485
d2dd9fde-6910-4860-bc03-8947e4a9dc2f,C,Write,2022-07-18 08:30:21.471142,2022-07-18 08:30:28.442865
88033216-2843-42a2-8871-e4b4522cd505,E,Write,2022-07-18 08:58:17.901712,2022-07-18 08:58:19.883882
9197a808-97d6-464a-9d38-986f3491c309,B,Write,2022-07-18 09:01:19.909024,2022-07-18 09:01:25.655471
6f7fb69e-0706-4f07-a946-ab511c5c71a1,B,Write,2022-07-18 09:02:04.521109,2022-07-18 09:02:07.810623
3d99b617-7af9-45b8-ab49-4cbce3e386e8,D,Write,2022-07-18 08:45:18.448915,2022-07-18 08:45:22.681184
1971f625-ecb5-4e9e-96c0-705152150c5c,D,Write,2022-07-18 08:45:00.061343,2022-07-18 08:45:02.462195
adaadb8f-ac8b-470d-9b5f-c3a7ae726d0a,C,Write,2022-07-18 08:56:04.372507,2022-07-18 08:56:20.121358
919870fb-7525-43bd-926f-079ed058faf2,D,Write,2022-07-18 09:08:07.258562,2022-07-18 09:08:11.225749
b993a403-b3e7-4444-9169-0cd00bacfa19,D,Write,2022-07-18 08:21:47.838286,2022-07-18 08:21:52.464680
db903df6-4a0e-4df9-8f60-26fffaf8759c,C,Write,2022-07-18 09:06:56.532984,2022-07-18 09:06:58.364408
7b0511aa-f0b4-4245-8c3d-9f8c63cce035,D,Write,2022-07-18 09:14:57.936690,2022-07-18 09:15:04.559344
da557f1a-f669-42aa-97cf-c77cfff727b5,D,Write,2022-07-18 09:16:13.767587,2022-07-18 09:16:17.101757
0aa96887-8148-4128-937b-70cb51998cac,D,Write,2022-07-18 08:34:25.608748,2022-07-18 08:34:31.004499
fe475d64-b611-43bc-853f-3eaf882325ee,A,Write,2022-07-18 08:56:01.969000,2022-07-18 08:56:03.155286
9532f4cd-34bb-4541-90a4-64bfcb894fce,E,Write,2022-07-18 08:38:49.716983,2022-07-18 08:38:58.228386
d95483d3-b2a5-4862-ad38-0fabc055729d,A,Write,2022-07-18 08:48:27.674740,2022-07-18 08:48:33.858335
23fcc7c5-ffce-419e-aa29-bd2b1fbe7b51,B,Write,2022-07-18 08:52:08.364682,2022-07-18 08:52:12.844354
e18b7efa-27da-435d-ba2d-0e8ef2f186b6,E,Write,2022-07-18 09:16:17.160253,2022-07-18 09:16:21.760309
4c0d9bd8-8e25-4e13-8c7e-28ff5fde17e3,B,Write,2022-07-18 08:34:52.492178,2022-07-18 08:34:53.698069
a820191d-aa2a-4e5f-b97c-6499a6d3ac33,A,Write,2022-07-18 08:24:02.801059,2022-07-18 08:24:11.684483
b11ad98f-894e-4487-8c91-37f5349bd2be,E,Write,2022-07-18 08:48:08.469545,2022-07-18 08:48:10.715627
8d0b532c-3d8c-4740-9fac-dd234f87d4d9,A,Write,2022-07-18 09:14:09.230921,2022-07-18 09:14:13.352868
05d4522f-0621-457b-bd22-f19ee87fa1fb,C,Write,2022-07-18 08:51:51.926761,2022-07-18 08:51:58.908122
250895b7-1768-45c7-b0ac-b01210c8d686,B,Write,2022-07-18 09:07:35.152738,2022-07-18 09:07:45.870906
271354aa-e254-4522-a5a7-f0e5577cebc3,B,Write,2022-07-18 08:35:26.944561,2022-07-18 08:35:30.771204
fd2b76f7-88a2-4e32-9ede-f2f80defe05f,A,Write,2022-07-18 09:08:00.961807,2022-07-18 09:08:10.986941
4eece5f1-7115-4d5a-89d2-23e0fe52c3e8,E,Write,2022-07-18 08:29:15.467807,2022-07-18 08:29:16.917169
43a33152-8c7f-48c5-bdc1-0e6d18046b29,C,Write,2022-07-18 08:20:27.940182,2022-07-18 08:20:29.682109
b2c1e821-339b-4810-8cb1-b1e9fa6e8bae,B,Write,2022-07-18 09:00:36.424287,2022-07-18 09:00:40.663344
9537cf65-8766-4d2a-aa5d-239813b0eb71,A,Write,2022-07-18 08:20:51.708520,2022-07-18 08:20:58.666581
51e8b0be-c0ce-4f41-b033-ef94dd2c2230,A,Write,2022-07-18 08:38:41.341901,2022-07-18 08:38:46.568001
ee25533f-bdbf-4647-b36c-42daa7f87207,C,Write,2022-07-18 08:18:28.764811,2022-07-18 08:18:35.290161
eced7e90-00e3-4a7e-80e9-6eb5961a8134,A,Write,2022-07-18 08:42:29.088224,2022-07-18 08:42:33.422793
7676f636-517a-4f7c-82bc-9319e3d3b767,E,Write,2022-07-18 09:05:52.483676,2022-07-18 09:06:02.898784
6561a529-2bb6-4bd3-9b78-bcd084455e98,E,Write,2022-07-18 08:21:14.170881,2022-07-18 08:21:15.725491
196de8b0-3176-4546-abb3-db6f1c6f1aca,B,Write,2022-07-18 08:44:09.647291,2022-07-18 08:44:11.618712
2932d0eb-fe30-4f2a-bbe3-821c5473fa3d,B,Write,2022-07-18 08:34:53.635914,2022-07-18 08:34:56.958807
32f4a96a-34c8-410f-a370-64e4c133eafc,C,Write,2022-07-18 08:50:41.042896,2022-07-18 08:50:50.148130
b925ad37-4ee8-45b3-9b69-266c13e627ed,A,Write,2022-07-18 08:43:11.579770,2022-07-18 08:43:19.196655
d4920597-cc89-4d69-b4e0-9c8a57a63bc8,D,Write,2022-07-18 08:39:08.309163,2022-07-18 08:39:09.815333
a205f922-b69d-4100-935c-f0f47fa9ec07,D,Write,2022-07-18 09:12:31.670845,2022-07-18 09:12:33.990065
0e7fbab3-2430-43fd-8dfb-698802b3ee23,A,Write,2022-07-18 08:25:46.183681,2022-07-18 08:25:50.192512
538b8e79-ec78-41e5-a446-311dd8ca8af0,B,Write,2022-07-18 08:44:31.509570,2022-07-18 08:44:34.200235
aad8e9dd-f585-4131-943f-ed34ed019780,E,Write,2022-07-18 08:40:04.775471,2022-07-18 08:40:10.494533
b6056c5b-d759-41d9-9b0a-e52c2bc5edf7,D,Write,2022-07-18 08:53:38.262377,2022-07-18 08:53:47.184701
7f1409f0-3ef3-4a39-9649-d646ba9540ea,D,Write,2022-07-18 09:09:50.538995,2022-07-18 09:09:51.637235
57b27465-cea3-42c0-89fb-c3cee9c7214a,A,Write,2022-07-18 08:38:17.364275,2022-07-18 08:38:26.596558
cec4f175-6404-4d9b-b5ce-b64ff49cfae4,E,Write,2022-07-18 08:35:34.181326,2022-07-18 08:35:46.041633
1858a583-2a31-4fa3-8ee8-fd5f89889328,A,Write,2022-07-18 08:39:36.065696,2022-07-18 08:39:36.683999
6adc5e38-c981-40c3-a684-059b840d8b23,B,Write,2022-07-18 08:22:56.779248,2022-07-18 08:23:00.559848
a290a259-167f-4b92-aa94-7381be686171,E,Write,2022-07-18 08:56:49.471481,2022-07-18 08:56:50.044094
3f16ce22-3f11-4f1a-bba9-cca533ac8c2c,D,Write,2022-07-18 08:47:39.843630,2022-07-18 08:47:41.732148
cca716c5-d797-4b4e-8b2a-1608e3ada257,C,Write,2022-07-18 08:38:07.625370,2022-07-18 08:38:10.290967
6c62b27c-588b-4aa9-9c39-769f9680188d,E,Write,2022-07-18 08:59:08.082043,2022-07-18 08:59:15.008720
a3fa9c61-ca11-4b64-8da4-d3d16462f794,A,Write,2022-07-18 08:31:49.308408,2022-07-18 08:31:54.553828
873af8fc-f8d1-435e-b620-c731cfe7fa37,C,Write,2022-07-18 09:17:09.906624,2022-07-18 09:17:10.158573
12ba548f-253e-48b7-9c08-94ae65014f1d,C,Write,2022-07-18 09:05:27.765305,2022-07-18 09:05:33.600829
ce60ade0-0b62-4a39-989e-8044f523a92d,A,Write,2022-07-18 09:16:02.269545,2022-07-18 09:16:04.106994
a26c536d-6186-4ac8-8a30-976e5938ada6,D,Write,2022-07-18 08:59:23.217018,2022-07-18 08:59:26.797233
4f7ba2ac-1688-4e5f-acb1-06f13eb8295c,C,Write,2022-07-18 08:52:35.640066,2022-07-18 08:52:38.064261
6e27dc62-c3a4-444a-b2eb-6ab0da7c81fc,C,Write,2022-07-18 08:46:58.550893,2022-07-18 08:47:03.074947
bd69fbda-b8df-42e2-a28f-f070e0b09a10,B,Write,2022-07-18 09:16:26.215632,2022-07-18 09:16:35.099022
64e14bc8-c436-4a30-8fce-980e0f273749,D,Write,2022-07-18 08:22:10.040876,2022-07-18 08:22:15.276470
54308a98-11b0-4e5b-8ba1-2b83e7c18ccb,A,Write,2022-07-18 08:53:00.914852,2022-07-18 08:53:03.198784
f0f6c5a5-0195-4677-876b-875dfd16ac6d,C,Write,2022-07-18 09:13:25.351672,2022-07-18 09:13:25.882113
912ce269-d20d-456c-9ef8-2c3e3ab30454,E,Write,2022-07-18 08:34:41.434922,2022-07-18 08:34:47.336388
f05e9b3e-9936-4fd1-b32a-28741d052158,E,Write,2022-07-18 08:25:45.502448,2022-07-18 08:25:48.090230
baad2184-0304-4302-a712-dfe931a9a7c8,C,Write,2022-07-18 08:25:44.075631,2022-07-18 08:25:48.618641
07a27555-b628-4419-9709-403b533c8fa4,B,Write,2022-07-18 08:19:19.897185,2022-07-18 08:19:20.678213
e2223b0d-3f3a-41b7-b706-b03a9519f446,A,Write,2022-07-18 08:28:21.981521,2022-07-18 08:28:28.917137
dbee5f36-e7dd-46f3-b097-434dc29b04ad,E,Write,2022-07-18 08:51:39.630414,2022-07-18 08:51:42.212440
a022d14f-3d2c-420e-b20b-dc782acf5dcc,E,Read,2022-07-18 08:50:37.467300,2022-07-18 08:50:46.193197
578dbec8-0842-4f1b-83b9-070412ffcbf1,E,Read,2022-07-18 08:21:25.756422,2022-07-18 08:21:28.651104
7fa36cf8-56d8-460c-a44e-941e9d7483b9,E,Read,2022-07-18 08:42:33.661826,2022-07-18 08:42:37.946683
b8c39cd2-8c59-4a8c-a4fb-b3d451d0b1b6,C,Read,2022-07-18 08:35:18.387414,2022-07-18 08:35:21.442997
6f3d8cf1-fd15-4458-8ad0-809ca4228b13,C,Read,2022-07-18 08:35:59.529672,2022-07-18 08:35:59.937386
4b842cdb-d288-4bb0-9ad3-69d11f57256e,B,Read,2022-07-18 08:44:08.196590,2022-07-18 08:44:08.812036
e4c3965b-d70c-41af-a3a3-4ddfd73b9471,E,Read,2022-07-18 09:14:32.972090,2022-07-18 09:14:40.707166
d750c56e-bf4c-4736-b8de-52c67c6de608,D,Read,2022-07-18 08:57:42.304257,2022-07-18 08:57:45.670790
980cfd12-05fe-42d1-b854-5d4209036655,E,Read,2022-07-18 09:06:25.526702,2022-07-18 09:06:34.324819
f83763fb-d9aa-4c07-a076-1f44f815e0dd,D,Read,2022-07-18 09:04:37.283650,2022-07-18 09:04:38.915355
5ec03025-c08a-4964-a21b-52277c320647,C,Read,2022-07-18 08:40:39.336580,2022-07-18 08:40:47.567488
fbd19903-d22c-4b4a-8903-313785c255fd,B,Read,2022-07-18 08:29:17.466311,2022-07-18 08:29:19.125397
44d9b1a1-da0b-4d17-8943-8763df3f0e45,C,Read,2022-07-18 08:45:29.736996,2022-07-18 08:45:33.101782
79ce1b23-7514-499a-8dae-3970e7a8d5b2,C,Read,2022-07-18 08:45:28.459346,2022-07-18 08:45:35.770294
32ca6b3d-91cd-4218-9846-869f3efa00df,C,Read,2022-07-18 08:42:37.316768,2022-07-18 08:42:38.210368
88c8e7e8-a175-40ff-ab19-5c949b59557a,B,Read,2022-07-18 08:33:02.037642,2022-07-18 08:33:06.352473
c42c1c88-107f-4ee4-86a6-8b06be2832af,E,Read,2022-07-18 09:09:34.217632,2022-07-18 09:09:36.441338
